Citation,DOI,Publication_Year,Paper_ID,Observation_ID,Cohort,Cohort_ID,Latitude,Longitude,Climate_region,Continent,Country,Ecosystem,Plant_invader,Scientific_name,Invsive_plant_ID,Response_variable,Response_variable_broad_cat,Response_variable_classification,Response_plant,Response_plant_scientific_name,Invader_Growth_form,Response_Plant_Growth_form,Growth_form_simililarity,Invader_Flower_symmetry,Response_plant_Flower_symmetry,Flower_symmetry_similarity,Invader_Flower_colour,Response_plant_Flower_colour,Flower_colour_similarity,Pollinator_Taxonomic_affilaition,Order,Source,Study_design,Comparison,n1i,m1i,sd1i,n2i,m2i,sd2i
"Thijs et al., 2012. Biological Invasions, 14: 355-365",10.1007/s10530-011-0067-y,2012,PR41,OBS166,CHT73,CHT72,51.13333333,4.3,Non-tropical,Europe,Belgium,Wetland,Impatiens glandulifera,Impatiens glandulifera,SP26,Total number of pollinator species,Richness,Pollinator,Alisma plantago-aquatica,Alisma plantago-aquatica,Non-woody,Non-woody,,Zygomorphic,,,Purple,,,Insecta,Mixed,Table 4,Experimental,Invaded vs Uninvaded,14,4,3.367491648,15,4.67,3.292035844
"Thijs et al., 2012. Biological Invasions, 14: 355-365",10.1007/s10530-011-0067-y,2012,PR41,OBS167,CHT73,CHT72,51.13333333,4.3,Non-tropical,Europe,Belgium,Wetland,Impatiens glandulifera,Impatiens glandulifera,SP26,Pollinator diversity,Diversity,Pollinator,Alisma plantago-aquatica,Alisma plantago-aquatica,Non-woody,Non-woody,,Zygomorphic,,,Purple,,,Insecta,Mixed,Table 4,Experimental,Invaded vs Uninvaded,14,3.4,2.282411006,15,3.82,2.246330341
"Thijs et al., 2012. Biological Invasions, 14: 355-365",10.1007/s10530-011-0067-y,2012,PR41,OBS168,CHT73,CHT72,51.13333333,4.3,Non-tropical,Europe,Belgium,Wetland,Impatiens glandulifera,Impatiens glandulifera,SP26,Pollinator diversity of abundant species,Diversity,Pollinator,Alisma plantago-aquatica,Alisma plantago-aquatica,Non-woody,Non-woody,,Zygomorphic,,,Purple,,,Insecta,Mixed,Table 4,Experimental,Invaded vs Uninvaded,14,2.89,1.908245267,15,3.24,1.820302173
"Thijs et al., 2012. Biological Invasions, 14: 355-365",10.1007/s10530-011-0067-y,2012,PR41,OBS169,CHT73,CHT72,51.13333333,4.3,Non-tropical,Europe,Belgium,Wetland,Impatiens glandulifera,Impatiens glandulifera,SP26,Pollinator species evenness,Evenness,Pollinator,Alisma plantago-aquatica,Alisma plantago-aquatica,Non-woody,Non-woody,,Zygomorphic,,,Purple,,,Insecta,Mixed,Table 4,Experimental,Invaded vs Uninvaded,14,0.86,0.149666295,15,0.85,0.1161895
"Thijs et al., 2012. Biological Invasions, 14: 355-365",10.1007/s10530-011-0067-y,2012,PR41,OBS170,CHT73,CHT72,51.13333333,4.3,Non-tropical,Europe,Belgium,Wetland,Impatiens glandulifera,Impatiens glandulifera,SP26,Number of pollinators that visit a population during 20 min,Abundance,Pollinator,Alisma plantago-aquatica,Alisma plantago-aquatica,Non-woody,Non-woody,,Zygomorphic,,,Purple,,,Insecta,Mixed,Table 4,Experimental,Invaded vs Uninvaded,14,14.21,14.21829807,15,17.73,17.23477589
"Thijs et al., 2012. Biological Invasions, 14: 355-365",10.1007/s10530-011-0067-y,2012,PR41,OBS171,CHT73,CHT72,51.13333333,4.3,Non-tropical,Europe,Belgium,Wetland,Impatiens glandulifera,Impatiens glandulifera,SP26,Seed set,Seed set,Pollination,Alisma plantago-aquatica,Alisma plantago-aquatica,Non-woody,Non-woody,Similar,Zygomorphic,Actinomorphic,Dissimilar,Purple,White/Pale pink,Dissimilar,Insecta,Mixed,Table 4,Experimental,Invaded vs Uninvaded,135,18.32,2.672358509,135,18.87,2.207600507
"Thijs et al., 2012. Biological Invasions, 14: 355-365",10.1007/s10530-011-0067-y,2012,PR41,OBS172,CHT73,CHT72,51.13333333,4.3,Non-tropical,Europe,Belgium,Wetland,Impatiens glandulifera,Impatiens glandulifera,SP26,Fruit set,Fruit set,Pollination,Alisma plantago-aquatica,Alisma plantago-aquatica,Non-woody,Non-woody,Similar,Zygomorphic,Actinomorphic,Dissimilar,Purple,White/Pale pink,Dissimilar,Insecta,Mixed,Table 4,Experimental,Invaded vs Uninvaded,45,0.93,0.067082039,45,0.97,0.067082039
"Stiers et al., 2014. Aquatic Invasions, 9: 357-367",10.3391/ai.2014.9.3.10 ,2014,PR42,OBS173,CHT74,CHT73,51.18333333,5.2,Non-tropical,Europe,Belgium,Pond,Ludwigia grandiflora,Ludwigia grandiflora,SP31,Visitation rate to L. salicaria,Visitation rate,Pollination,Lythrum salicaria,Lythrum salicaria,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,Purple,Dissimilar,Insecta,Mixed,Figure 4a,Experimental,Invaded vs Uninvaded,6,0.008,0.00244949,6,0.006,0.00244949
"Stiers et al., 2014. Aquatic Invasions, 9: 357-367",10.3391/ai.2014.9.3.10 ,2014,PR42,OBS174,CHT74,CHT73,51.18333333,5.2,Non-tropical,Europe,Belgium,Pond,Ludwigia grandiflora,Ludwigia grandiflora,SP31,Duration of visits to L. salicaria,Duration of visits,Pollination,Lythrum salicaria,Lythrum salicaria,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,Purple,Dissimilar,Insecta,Mixed,Figure 4d,Experimental,Invaded vs Uninvaded,6,10.25,4.629535614,6,13.08,6.736096793
"Stiers et al., 2014. Aquatic Invasions, 9: 357-367",10.3391/ai.2014.9.3.10 ,2014,PR42,OBS175,CHT74,CHT73,51.18333333,5.2,Non-tropical,Europe,Belgium,Pond,Ludwigia grandiflora,Ludwigia grandiflora,SP31,Seed set per fruit of  L. salicaria,Seed set,Pollination,Lythrum salicaria,Lythrum salicaria,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,Purple,Dissimilar,Insecta,Mixed,Figure 4e,Experimental,Invaded vs Uninvaded,6,0.91,0.073484692,6,0.93,0.048989795
"Ramula & Sorvari, 2017. Arthropod-Plant Interactions, 11: 911-918",10.1007/s11829-017-9547-z,2017,PR43,OBS176,CHT75,CHT74,60.4319814,22.0590616,Non-tropical,Europe,Finland,Wasteland/Old-field,Lupinus polyphyllus,Lupinus polyphyllus,SP32,Number of bumblebee individuals ,Abundance,Pollinator,NA,NA,Non-woody,NA,,Zygomorphic,NA,,Blue/Pink/White,NA,,Insecta,Hymnoptera,Figure 1a,Observational,Invaded vs Uninvaded,5,5.49,4.092004399,5,3.3,2.437314095
"Woods et al., 2012. Biological Invasions, 14: 1045-1059",10.1007/s10530-011-0138-0,2012,PR44,OBS177,CHT76,CHT75,39.16666667,-96.68333333,Non-tropical,North America,USA,Wasteland/Old-field,Lespedeza cuneata,Lespedeza cuneata,SP27,Visitation rates per flower of Lespedeza capitata,Visitation rate,Pollination,Lespedeza capitata, Lespedeza capitata,Woody/Non-woody,Non-woody,Similar,Zygomorphic,Zygomorphic,Similar,White/Cream,White/Cream,Similar,Insecta,Mixed,Figure 3a,Observational,Invaded vs Uninvaded,4,0.011,0.016,18,0.028,0.021213203
"Woods et al., 2012. Biological Invasions, 14: 1045-1059",10.1007/s10530-011-0138-0,2012,PR44,OBS178,CHT77,CHT76,39.23333333,-96.51666667,Non-tropical,North America,USA,Grassland,Lespedeza cuneata,Lespedeza cuneata,SP27,Visitation rates per flower of Lespedeza violacea,Visitation rate,Pollination,Lespedeza violacea,Lespedeza violacea,Woody/Non-woody,Non-woody,Similar,Zygomorphic,Zygomorphic,Similar,White/Cream,Pink/Purple,Dissimilar,Insecta,Mixed,Figure 3a,Observational,Invaded vs Uninvaded,3,9.00E-04,0.001212436,4,0.012,0.008
"Woods et al., 2012. Biological Invasions, 14: 1045-1059",10.1007/s10530-011-0138-0,2012,PR44,OBS179,CHT78,CHT77,39.35,-96.76666667,Non-tropical,North America,USA,Grassland,Lespedeza cuneata,Lespedeza cuneata,SP27,Visitation rates per flower of Lespedeza virginica,Visitation rate,Pollination,Lespedeza virginica,Lespedeza virginica,Woody/Non-woody,Non-woody,Similar,Zygomorphic,Zygomorphic,Similar,White/Cream,Pink/Purple,Dissimilar,Insecta,Mixed,Figure 3a,Observational,Invaded vs Uninvaded,6,0.012,0.009797959,13,0.013,0.014422205
"Woods et al., 2012. Biological Invasions, 14: 1045-1059",10.1007/s10530-011-0138-0,2012,PR44,OBS180,CHT76,CHT75,39.16666667,-96.68333333,Non-tropical,North America,USA,Wasteland/Old-field,Lespedeza cuneata,Lespedeza cuneata,SP27,Visitation rates per plant of Lespedeza capitata,Visitation rate,Pollination,Lespedeza capitata,Lespedeza capitata,Woody/Non-woody,Non-woody,Similar,Zygomorphic,Zygomorphic,Similar,White/Cream,White/Cream,Similar,Insecta,Mixed,Figure 3b,Observational,Invaded vs Uninvaded,4,0.008,0.016,18,3.63,3.012274888
"Woods et al., 2012. Biological Invasions, 14: 1045-1059",10.1007/s10530-011-0138-0,2012,PR44,OBS181,CHT77,CHT76,39.16666667,-96.68333333,Non-tropical,North America,USA,Grassland,Lespedeza cuneata,Lespedeza cuneata,SP27,Visitation rates per plant of Lespedeza violacea,Visitation rate,Pollination,Lespedeza violacea,Lespedeza violacea,Woody/Non-woody,Non-woody,Similar,Zygomorphic,Zygomorphic,Similar,White/Cream,Pink/Purple,Dissimilar,Insecta,Mixed,Figure 3b,Observational,Invaded vs Uninvaded,3,0.01,0.010392305,4,0.42,0.12
"Woods et al., 2012. Biological Invasions, 14: 1045-1059",10.1007/s10530-011-0138-0,2012,PR44,OBS182,CHT78,CHT77,39.16666667,-96.68333333,Non-tropical,North America,USA,Grassland,Lespedeza cuneata,Lespedeza cuneata,SP27,Visitation rates per plant of Lespedeza virginica,Visitation rate,Pollination,Lespedeza virginica,Lespedeza virginica,Woody/Non-woody,Non-woody,Similar,Zygomorphic,Zygomorphic,Similar,White/Cream,Pink/Purple,Dissimilar,Insecta,Mixed,Figure 3b,Observational,Invaded vs Uninvaded,6,3.53,2.400499948,13,0.7,0.865332306
"Muñoz & Cavieres, 2008. Journal of Ecology, 96: 459-467",10.1111/j.1365-2745.2008.01361.x,2008,PR45,OBS183,CHT79,CHT78,-33.35,-70.26666667,Non-tropical,South America,Chile,Shrubland,Taraxacum officinale,Taraxacum sect. Taraxacum,SP63,Seed set of Hypochaeris thrincioides,Seed set,Pollination,Hypochaeris thrincioides,Hypochaeris apargioides,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,Yellow,Similar,Insecta,Mixed,Figure 1,Observational,Invaded vs Uninvaded,6,62.99,16.60754046,6,52.54,26.28302494
"Muñoz & Cavieres, 2008. Journal of Ecology, 96: 459-467",10.1111/j.1365-2745.2008.01361.x,2008,PR45,OBS184,CHT80,CHT79,-33.35,-70.26666667,Non-tropical,South America,Chile,Shrubland,Taraxacum officinale,Taraxacum sect. Taraxacum,SP63,Seed set of Perezia carthamoides,Seed set,Pollination,Perezia carthamoides,Perezia carthamoides,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic/Zygomorphic,Similar,Yellow,White,Dissimilar,Insecta,Mixed,Figure 1,Observational,Invaded vs Uninvaded,5,29.44,16.1444108,5,26.11,21.10848171
"Masters & Emery, 2015. Biological Invasions, 17: 2329-2337",10.1007/s10530-015-0878-3,2015,PR46,OBS185,CHT81,CHT80,38.243301,-85.69822,Non-tropical,North America,USA,Forest,Ranunculus ficaria,Ranunculus ficaria,SP47,Visits per flower over 15 minutes to Claytonia virginica,Visitation rate,Pollination,Claytonia virginica,Claytonia virginica ,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,White/Pale pink,Dissimilar,Insecta,Mixed,Figure 2b,Observational,Invaded vs Uninvaded,10,0.23,0.917060521,14,0.05,0.074833148
"Masters & Emery, 2015. Biological Invasions, 17: 2329-2337",10.1007/s10530-015-0878-3,2015,PR46,OBS186,CHT81,CHT80,38.243301,-85.69822,Non-tropical,North America,USA,Forest,Ranunculus ficaria,Ranunculus ficaria,SP47,Seed per fruit pf Claytonia virginica,Seed set,Pollination,Claytonia virginica,Claytonia virginica ,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,White/Pale pink,Dissimilar,Insecta,Mixed,Figure 4,Observational,Invaded vs Uninvaded,50,3.1,1.060660172,50,1.95,1.13137085
"Masters & Emery, 2015. Biological Invasions, 17: 2329-2337",10.1007/s10530-015-0878-3,2015,PR46,OBS187,CHT82,CHT81,38.243301,-85.69822,Non-tropical,North America,USA,Forest,Ranunculus ficaria,Ranunculus ficaria,SP47,Seed per fruit of Cardamine concatenata,Seed set,Pollination,Cardamine concatenata,Cardamine concatenata,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,White/Light pink/Lavender,Dissimilar,Insecta,Mixed,Figure 4,Observational,Invaded vs Uninvaded,50,2.16,2.545584412,50,4.41,2.545584412
"Moron´ et al., 2009. Biological Conservation, 142: 1322-1332",10.1016/j.biocon.2008.12.036,2009,PR47,OBS188,CHT83,CHT82,50.05,19.93333333,Non-tropical,Europe,Poland,Grassland,"Solidago canadensis, Solidago gigantea","Solidago canadensis, Solidago gigantea",SP58,Pollinators abundance (Bees),Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 2a,Observational,Invaded vs Uninvaded,70,1,0.920326029,70,7.44,4.685296149
"Moron´ et al., 2009. Biological Conservation, 142: 1322-1332",10.1016/j.biocon.2008.12.036,2009,PR47,OBS189,CHT83,CHT82,50.05,19.93333333,Non-tropical,Europe,Poland,Grassland,"Solidago canadensis, Solidago gigantea","Solidago canadensis, Solidago gigantea",SP58,Pollinators abundance (Butterflies),Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Lepidoptera,Figure 2a,Observational,Invaded vs Uninvaded,70,2.22,1.756986056,70,7.43,5.772954183
"Moron´ et al., 2009. Biological Conservation, 142: 1322-1332",10.1016/j.biocon.2008.12.036,2009,PR47,OBS190,CHT83,CHT82,50.05,19.93333333,Non-tropical,Europe,Poland,Grassland,"Solidago canadensis, Solidago gigantea","Solidago canadensis, Solidago gigantea",SP58,Pollinators abundance (Hoverflies),Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Diptera,Figure 2a,Observational,Invaded vs Uninvaded,20,0.41,0.268328157,20,2.56,12.56670203
"Moron´ et al., 2009. Biological Conservation, 142: 1322-1332",10.1016/j.biocon.2008.12.036,2009,PR47,OBS191,CHT83,CHT82,50.05,19.93333333,Non-tropical,Europe,Poland,Grassland,"Solidago canadensis, Solidago gigantea","Solidago canadensis, Solidago gigantea",SP58,Pollinator species richness (Bees),Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 2b,Observational,Invaded vs Uninvaded,70,0.83,7.864604249,70,4.41,1.924318061
"Moron´ et al., 2009. Biological Conservation, 142: 1322-1332",10.1016/j.biocon.2008.12.036,2009,PR47,OBS192,CHT83,CHT82,50.05,19.93333333,Non-tropical,Europe,Poland,Grassland,"Solidago canadensis, Solidago gigantea","Solidago canadensis, Solidago gigantea",SP58,Pollinator species richness (Butterflies),Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Lepidoptera,Figure 2b,Observational,Invaded vs Uninvaded,70,1.81,1.422322045,70,5.14,3.513972111
"Moron´ et al., 2009. Biological Conservation, 142: 1322-1332",10.1016/j.biocon.2008.12.036,2009,PR47,OBS193,CHT83,CHT82,50.05,19.93333333,Non-tropical,Europe,Poland,Grassland,"Solidago canadensis, Solidago gigantea","Solidago canadensis, Solidago gigantea",SP58,Pollinator species richness (Hoverflies),Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Diptera,Figure 2b,Observational,Invaded vs Uninvaded,20,0.37,0.268328157,20,1.75,0.715541753
"Moron´ et al., 2009. Biological Conservation, 142: 1322-1332",10.1016/j.biocon.2008.12.036,2009,PR47,OBS194,CHT83,CHT82,50.05,19.93333333,Non-tropical,Europe,Poland,Grassland,"Solidago canadensis, Solidago gigantea","Solidago canadensis, Solidago gigantea",SP58,Pollinator species diversity index (Bees),Diversity,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 2c,Observational,Invaded vs Uninvaded,70,0.33,0.167332005,70,1,0.083666003
"Moron´ et al., 2009. Biological Conservation, 142: 1322-1332",10.1016/j.biocon.2008.12.036,2009,PR47,OBS195,CHT83,CHT82,50.05,19.93333333,Non-tropical,Europe,Poland,Grassland,"Solidago canadensis, Solidago gigantea","Solidago canadensis, Solidago gigantea",SP58,Pollinator species diversity index (Butterflies),Diversity,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Lepidoptera,Figure 2c,Observational,Invaded vs Uninvaded,70,0.61,0.585662019,70,1.47,0.585662019
"Moron´ et al., 2009. Biological Conservation, 142: 1322-1332",10.1016/j.biocon.2008.12.036,2009,PR47,OBS196,CHT83,CHT82,50.05,19.93333333,Non-tropical,Europe,Poland,Grassland,"Solidago canadensis, Solidago gigantea","Solidago canadensis, Solidago gigantea",SP58,Pollinator species diversity index (Hoverflies),Diversity,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Diptera,Figure 2c,Observational,Invaded vs Uninvaded,20,0.31,0.447213595,20,0.91,0.626099034
"Ghazoul, 2004. Biotropica, 36: 156-164",10.1111/j.1744-7429.2004.tb00308.x,2004,PR48,OBS197,CHT84,CHT83,15.6,99.33333333,Tropical,Asia,Thailand,Forest,Chromolaena odorata,Chromolaena odorata,SP15,Visits per minute to Dipterocarpus obtusifolius (Butterflies),Visitation rate,Pollination,Dipterocarpus obtusifolius,Dipterocarpus obtusifolius,Woody/Non-woody,Woody,Dissimilar,Actinomorphic,Actinomorphic,Similar,Blue,Pink,Dissimilar,Insecta,Lepidoptera,Table 2,Observational,High vs low,22,0.1,0.140712473,37,0.86,0.669103878
"Ghazoul, 2004. Biotropica, 36: 156-164",10.1111/j.1744-7429.2004.tb00308.x,2004,PR48,OBS198,CHT84,CHT83,15.6,99.33333333,Tropical,Asia,Thailand,Forest,Chromolaena odorata,Chromolaena odorata,SP15,Visits per minute to Dipterocarpus obtusifolius (Sunbirds),Visitation rate,Pollination,Dipterocarpus obtusifolius,Dipterocarpus obtusifolius,Woody/Non-woody,Woody,Dissimilar,Actinomorphic,Actinomorphic,Similar,Blue,Pink,Dissimilar,Aves,Passeriformes,Table 2,Observational,High vs low,22,0.16,0.18761663,37,0.02,0.121655251
"Ghazoul, 2004. Biotropica, 36: 156-164",10.1111/j.1744-7429.2004.tb00308.x,2004,PR48,OBS199,CHT84,CHT83,15.6,99.33333333,Tropical,Asia,Thailand,Forest,Chromolaena odorata,Chromolaena odorata,SP15,Visits per minute to Dipterocarpus obtusifolius (Leafbirds),Visitation rate,Pollination,Dipterocarpus obtusifolius,Dipterocarpus obtusifolius,Woody/Non-woody,Woody,Dissimilar,Actinomorphic,Actinomorphic,Similar,Blue,Pink,Dissimilar,Aves,Passeriformes,Table 2,Observational,High vs low,22,0.05,0.093808315,37,0.02,0.060827625
"Ghazoul, 2004. Biotropica, 36: 156-164",10.1111/j.1744-7429.2004.tb00308.x,2004,PR48,OBS200,CHT84,CHT83,15.6,99.33333333,Tropical,Asia,Thailand,Forest,Chromolaena odorata,Chromolaena odorata,SP15,Visits per minute to Dipterocarpus obtusifolius (Delias spp),Visitation rate,Pollination,Dipterocarpus obtusifolius,Dipterocarpus obtusifolius,Woody/Non-woody,Woody,Dissimilar,Actinomorphic,Actinomorphic,Similar,Blue,Pink,Dissimilar,Insecta,Lepidoptera,Table 2,Observational,High vs low,22,0.03,0.093808315,37,0.53,0.486621002
"Ghazoul, 2004. Biotropica, 36: 156-164",10.1111/j.1744-7429.2004.tb00308.x,2004,PR48,OBS201,CHT84,CHT83,15.6,99.33333333,Tropical,Asia,Thailand,Forest,Chromolaena odorata,Chromolaena odorata,SP15,Visits per minute to Dipterocarpus obtusifolius (Atrophaneura ahmoni),Visitation rate,Pollination,Dipterocarpus obtusifolius,Dipterocarpus obtusifolius,Woody/Non-woody,Woody,Dissimilar,Actinomorphic,Actinomorphic,Similar,Blue,Pink,Dissimilar,Insecta,Lepidoptera,Table 2,Observational,High vs low,22,0.004,0.018761663,37,0.17,0.182482876
"Ghazoul, 2004. Biotropica, 36: 156-164",10.1111/j.1744-7429.2004.tb00308.x,2004,PR48,OBS202,CHT84,CHT83,15.6,99.33333333,Tropical,Asia,Thailand,Forest,Chromolaena odorata,Chromolaena odorata,SP15,Abundznce of sphingid moths,Abundance,Pollinator,NA,NA,Woody/Non-woody,NA,,,NA,,Blue,NA,,Insecta,Lepidoptera,Table 3,Observational,High vs low,12,11,3.810511777,12,9.4,2.078460969
"Ghazoul, 2004. Biotropica, 36: 156-164",10.1111/j.1744-7429.2004.tb00308.x,2004,PR48,OBS203,CHT84,CHT83,15.6,99.33333333,Tropical,Asia,Thailand,Forest,Chromolaena odorata,Chromolaena odorata,SP15,Abundznce of all butterfly pollinators,Abundance,Pollinator,NA,NA,Woody/Non-woody,NA,,,NA,,Blue,NA,,Insecta,Lepidoptera,Table 4,Observational,High vs low,20,4,2.683281573,20,3.6,2.683281573
"Kandori et al., 2009. Oecologia 159, 559-569",10.1007/s00442-008-1250-4,2009,PR49,OBS204,CHT85,CHT84,34.6720949,35.7305119,Non-tropical,Asia,Japan,Forest,Taraxacum officinale,Taraxacum sect. Taraxacum,SP63,Seed set of Taraxacum japonicum,Seed set,Pollination,Taraxacum japonicum,Taraxacum japonicum,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,Yellow,Similar,Insecta,Mixed,Figure 3,Experimental,Invaded vs Uninvaded,14,0.43,0.037416574,14,0.8,0.037416574
"Beans & Roach, 2015. American Journal of Botany, 102: 50-57",10.3732/ajb.1400385,2015,PR50,OBS205,CHT86,CHT85,42.4780928,-72.5804239,Non-tropical,North America,USA,Grassland,Impatiens glandulifera,Impatiens glandulifera,SP26,Seeds per fruit of Impatiens capensis,Seed set,Pollination,Impatiens capensis,Impatiens capensis,Non-woody,Non-woody,Similar,Zygomorphic,Zygomorphic,Similar,Purple,Orange,Dissimilar,Insecta,Mixed,Text,Experimental,Invaded vs Uninvaded,48,2.91,1.537636941,92,2.9,1.492580219
"Beans & Roach, 2015. American Journal of Botany, 102: 50-57",10.3732/ajb.1400385,2015,PR50,OBS206,CHT86,CHT85,42.4780928,-72.5804239,Non-tropical,North America,USA,Grassland,Impatiens glandulifera,Impatiens glandulifera,SP26,Number of Bumblebee visits,Number of visits,Pollination,Impatiens capensis,Impatiens capensis,Non-woody,Non-woody,Similar,Zygomorphic,Zygomorphic,Similar,Purple,Orange,Dissimilar,Insecta,Hymnoptera,Text,Experimental,Invaded vs Uninvaded,30,7.11,4.918325006,49,8.98,5.357142857
"Davis et al., 2018.  Biodiversity and Conservation, 27: 2069-2085",10.1007/s10531-018-1525-y,2018,PR51,OBS207,CHT87,CHT86,54.662251,-8.1268369,Non-tropical,Europe,Ireland,Riparain,Heracleum mantegazzianum,Heracleum mantegazzianum,SP24,Bumblebees abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,White,NA,,Insecta,Hymnoptera,Raw data (Available at GitHub),Observational,Invaded vs Uninvaded,18,1.17,2.26,18,1.33,2.68
"Davis et al., 2018.  Biodiversity and Conservation, 27: 2069-2085",10.1007/s10531-018-1525-y,2018,PR51,OBS208,CHT87,CHT86,54.662251,-8.1268369,Non-tropical,Europe,Ireland,Riparain,Heracleum mantegazzianum,Heracleum mantegazzianum,SP24,Solitoty bee abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,White,NA,,Insecta,Hymnoptera,Raw data (Available at GitHub),Observational,Invaded vs Uninvaded,18,0.17,0.51,18,0.89,2.05
"Davis et al., 2018.  Biodiversity and Conservation, 27: 2069-2085",10.1007/s10531-018-1525-y,2018,PR51,OBS209,CHT87,CHT86,54.662251,-8.1268369,Non-tropical,Europe,Ireland,Riparain,Heracleum mantegazzianum,Heracleum mantegazzianum,SP24,Hoverfly abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,White,NA,,Insecta,Diptera,Raw data (Available at GitHub),Observational,Invaded vs Uninvaded,18,4.44,6.64,18,9.33,11.1
